编号,名称,描述,法力,力道,身法,元气,生命,物攻,魔攻,物防,魔防,霸道,会心,卸力,化解,力道%,身法%,元气%
24409002,判官90级鞋第2级强化属性,,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0
24409003,判官90级鞋第3级强化属性,,0,0,0,0,682,0,0,0,0,0,0,0,0,0,0,0
24409004,判官90级鞋第4级强化属性,,0,0,0,0,910,0,0,0,0,0,0,0,0,0,0,0
24409005,判官90级鞋第5级强化属性,,0,0,0,0,1137,0,0,0,0,0,0,0,0,0,0,0
24409006,判官90级鞋第6级强化属性,,0,0,0,0,1365,0,0,0,0,0,0,0,0,0,0,0
24409007,判官90级鞋第7级强化属性,,0,0,0,0,1592,0,0,0,0,0,0,0,0,0,0,0
24409008,判官90级鞋第8级强化属性,,0,0,0,0,1820,0,0,0,0,0,0,0,0,0,0,0
24409009,判官90级鞋第9级强化属性,,0,0,0,0,2047,0,0,0,0,0,0,0,0,0,0,0
24409010,判官90级鞋第10级强化属性,,0,0,0,0,2275,0,0,0,0,0,0,0,0,0,0,0
24409011,判官90级鞋第11级强化属性,,0,0,0,0,2502,0,0,0,0,0,0,0,0,0,0,0
24409012,判官90级鞋第12级强化属性,,0,0,0,0,2730,0,0,0,0,0,0,0,0,0,0,0
24409013,判官90级鞋第13级强化属性,,0,0,0,0,2958,0,0,0,0,0,0,0,0,0,0,0
24410001,判官100级鞋第1级强化属性,,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0
24410002,判官100级鞋第2级强化属性,,0,0,0,0,518,0,0,0,0,0,0,0,0,0,0,0
24410003,判官100级鞋第3级强化属性,,0,0,0,0,777,0,0,0,0,0,0,0,0,0,0,0
24410004,判官100级鞋第4级强化属性,,0,0,0,0,1037,0,0,0,0,0,0,0,0,0,0,0
24410005,判官100级鞋第5级强化属性,,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0
24410006,判官100级鞋第6级强化属性,,0,0,0,0,1555,0,0,0,0,0,0,0,0,0,0,0
24410007,判官100级鞋第7级强化属性,,0,0,0,0,1815,0,0,0,0,0,0,0,0,0,0,0
24410008,判官100级鞋第8级强化属性,,0,0,0,0,2074,0,0,0,0,0,0,0,0,0,0,0
24410009,判官100级鞋第9级强化属性,,0,0,0,0,2333,0,0,0,0,0,0,0,0,0,0,0
24410010,判官100级鞋第10级强化属性,,0,0,0,0,2592,0,0,0,0,0,0,0,0,0,0,0
24410011,判官100级鞋第11级强化属性,,0,0,0,0,2852,0,0,0,0,0,0,0,0,0,0,0
24410012,判官100级鞋第12级强化属性,,0,0,0,0,3111,0,0,0,0,0,0,0,0,0,0,0
24410013,判官100级鞋第13级强化属性,,0,0,0,0,3370,0,0,0,0,0,0,0,0,0,0,0
24410014,判官100级鞋第14级强化属性,,0,0,0,0,3630,0,0,0,0,0,0,0,0,0,0,0
24501001,判官10级腰带第1级强化属性,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24501002,判官10级腰带第2级强化属性,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
24501003,判官10级腰带第3级强化属性,,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
24501004,判官10级腰带第4级强化属性,,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
24501005,判官10级腰带第5级强化属性,,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
24502001,判官20级腰带第1级强化属性,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
24502002,判官20级腰带第2级强化属性,,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
24502003,判官20级腰带第3级强化属性,,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
24502004,判官20级腰带第4级强化属性,,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
24502005,判官20级腰带第5级强化属性,,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
24502006,判官20级腰带第6级强化属性,,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
24503001,判官30级腰带第1级强化属性,,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
24503002,判官30级腰带第2级强化属性,,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
24503003,判官30级腰带第3级强化属性,,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
24503004,判官30级腰带第4级强化属性,,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
24503005,判官30级腰带第5级强化属性,,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
24503006,判官30级腰带第6级强化属性,,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
24503007,判官30级腰带第7级强化属性,,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
24504001,判官40级腰带第1级强化属性,,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
24504002,判官40级腰带第2级强化属性,,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
24504003,判官40级腰带第3级强化属性,,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
24504004,判官40级腰带第4级强化属性,,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
24504005,判官40级腰带第5级强化属性,,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
24504006,判官40级腰带第6级强化属性,,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0
24504007,判官40级腰带第7级强化属性,,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0
24504008,判官40级腰带第8级强化属性,,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0
24505001,判官50级腰带第1级强化属性,,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
24505002,判官50级腰带第2级强化属性,,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
24505003,判官50级腰带第3级强化属性,,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
24505004,判官50级腰带第4级强化属性,,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
24505005,判官50级腰带第5级强化属性,,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0
24505006,判官50级腰带第6级强化属性,,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0
24505007,判官50级腰带第7级强化属性,,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0
24505008,判官50级腰带第8级强化属性,,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0
24505009,判官50级腰带第9级强化属性,,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0
24506001,判官60级腰带第1级强化属性,,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
24506002,判官60级腰带第2级强化属性,,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
24506003,判官60级腰带第3级强化属性,,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
24506004,判官60级腰带第4级强化属性,,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0
24506005,判官60级腰带第5级强化属性,,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0
24506006,判官60级腰带第6级强化属性,,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0
24506007,判官60级腰带第7级强化属性,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
24506008,判官60级腰带第8级强化属性,,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0
24506009,判官60级腰带第9级强化属性,,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0
24506010,判官60级腰带第10级强化属性,,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0
24507001,判官70级腰带第1级强化属性,,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
24507002,判官70级腰带第2级强化属性,,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
24507003,判官70级腰带第3级强化属性,,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0
24507004,判官70级腰带第4级强化属性,,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0
24507005,判官70级腰带第5级强化属性,,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0
24507006,判官70级腰带第6级强化属性,,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
24507007,判官70级腰带第7级强化属性,,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0
24507008,判官70级腰带第8级强化属性,,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0
24507009,判官70级腰带第9级强化属性,,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0
24507010,判官70级腰带第10级强化属性,,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0
24507011,判官70级腰带第11级强化属性,,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0
24508001,判官80级腰带第1级强化属性,,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
24508002,判官80级腰带第2级强化属性,,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
24508003,判官80级腰带第3级强化属性,,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0
24508004,判官80级腰带第4级强化属性,,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0
24508005,判官80级腰带第5级强化属性,,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0
24508006,判官80级腰带第6级强化属性,,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0
24508007,判官80级腰带第7级强化属性,,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0
24508008,判官80级腰带第8级强化属性,,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0
24508009,判官80级腰带第9级强化属性,,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0
24508010,判官80级腰带第10级强化属性,,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0
24508011,判官80级腰带第11级强化属性,,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0
24508012,判官80级腰带第12级强化属性,,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0
24509001,判官90级腰带第1级强化属性,,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
24509002,判官90级腰带第2级强化属性,,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0
24509003,判官90级腰带第3级强化属性,,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0
24509004,判官90级腰带第4级强化属性,,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0
24509005,判官90级腰带第5级强化属性,,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0
24509006,判官90级腰带第6级强化属性,,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0
24509007,判官90级腰带第7级强化属性,,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0
24509008,判官90级腰带第8级强化属性,,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0
24509009,判官90级腰带第9级强化属性,,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0
24509010,判官90级腰带第10级强化属性,,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0
24509011,判官90级腰带第11级强化属性,,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0
24509012,判官90级腰带第12级强化属性,,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0
24509013,判官90级腰带第13级强化属性,,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0
24510001,判官100级腰带第1级强化属性,,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
24510002,判官100级腰带第2级强化属性,,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0
24510003,判官100级腰带第3级强化属性,,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0
24510004,判官100级腰带第4级强化属性,,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0
24510005,判官100级腰带第5级强化属性,,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0
24510006,判官100级腰带第6级强化属性,,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0
24510007,判官100级腰带第7级强化属性,,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0
24510008,判官100级腰带第8级强化属性,,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0
24510009,判官100级腰带第9级强化属性,,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0
24510010,判官100级腰带第10级强化属性,,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0
24510011,判官100级腰带第11级强化属性,,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0
24510012,判官100级腰带第12级强化属性,,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0
24510013,判官100级腰带第13级强化属性,,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0
24510014,判官100级腰带第14级强化属性,,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0
24601001,判官10级裤子第1级强化属性,,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
24601002,判官10级裤子第2级强化属性,,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
24601003,判官10级裤子第3级强化属性,,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0
24601004,判官10级裤子第4级强化属性,,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0
24601005,判官10级裤子第5级强化属性,,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0
24602001,判官20级裤子第1级强化属性,,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0
24602002,判官20级裤子第2级强化属性,,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0
24602003,判官20级裤子第3级强化属性,,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0
24602004,判官20级裤子第4级强化属性,,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0
24602005,判官20级裤子第5级强化属性,,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0
24602006,判官20级裤子第6级强化属性,,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0
24603001,判官30级裤子第1级强化属性,,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0
24603002,判官30级裤子第2级强化属性,,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0
24603003,判官30级裤子第3级强化属性,,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0
24603004,判官30级裤子第4级强化属性,,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0
24603005,判官30级裤子第5级强化属性,,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0
24603006,判官30级裤子第6级强化属性,,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0
24603007,判官30级裤子第7级强化属性,,0,0,0,0,483,0,0,0,0,0,0,0,0,0,0,0
24604001,判官40级裤子第1级强化属性,,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0
24604002,判官40级裤子第2级强化属性,,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0
24604003,判官40级裤子第3级强化属性,,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0
24604004,判官40级裤子第4级强化属性,,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0
24604005,判官40级裤子第5级强化属性,,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0
24604006,判官40级裤子第6级强化属性,,0,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0
24604007,判官40级裤子第7级强化属性,,0,0,0,0,717,0,0,0,0,0,0,0,0,0,0,0
24604008,判官40级裤子第8级强化属性,,0,0,0,0,820,0,0,0,0,0,0,0,0,0,0,0
24605001,判官50级裤子第1级强化属性,,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0
24605002,判官50级裤子第2级强化属性,,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0
24605003,判官50级裤子第3级强化属性,,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0
24605004,判官50级裤子第4级强化属性,,0,0,0,0,554,0,0,0,0,0,0,0,0,0,0,0
24605005,判官50级裤子第5级强化属性,,0,0,0,0,692,0,0,0,0,0,0,0,0,0,0,0
24605006,判官50级裤子第6级强化属性,,0,0,0,0,831,0,0,0,0,0,0,0,0,0,0,0
24605007,判官50级裤子第7级强化属性,,0,0,0,0,969,0,0,0,0,0,0,0,0,0,0,0
24605008,判官50级裤子第8级强化属性,,0,0,0,0,1108,0,0,0,0,0,0,0,0,0,0,0
24605009,判官50级裤子第9级强化属性,,0,0,0,0,1247,0,0,0,0,0,0,0,0,0,0,0
24606001,判官60级裤子第1级强化属性,,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0
24606002,判官60级裤子第2级强化属性,,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0
24606003,判官60级裤子第3级强化属性,,0,0,0,0,529,0,0,0,0,0,0,0,0,0,0,0
24606004,判官60级裤子第4级强化属性,,0,0,0,0,706,0,0,0,0,0,0,0,0,0,0,0
24606005,判官60级裤子第5级强化属性,,0,0,0,0,882,0,0,0,0,0,0,0,0,0,0,0
24606006,判官60级裤子第6级强化属性,,0,0,0,0,1059,0,0,0,0,0,0,0,0,0,0,0
24606007,判官60级裤子第7级强化属性,,0,0,0,0,1235,0,0,0,0,0,0,0,0,0,0,0
24606008,判官60级裤子第8级强化属性,,0,0,0,0,1412,0,0,0,0,0,0,0,0,0,0,0
24606009,判官60级裤子第9级强化属性,,0,0,0,0,1588,0,0,0,0,0,0,0,0,0,0,0
24606010,判官60级裤子第10级强化属性,,0,0,0,0,1765,0,0,0,0,0,0,0,0,0,0,0
24607001,判官70级裤子第1级强化属性,,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0
24607002,判官70级裤子第2级强化属性,,0,0,0,0,431,0,0,0,0,0,0,0,0,0,0,0
24607003,判官70级裤子第3级强化属性,,0,0,0,0,647,0,0,0,0,0,0,0,0,0,0,0
24607004,判官70级裤子第4级强化属性,,0,0,0,0,862,0,0,0,0,0,0,0,0,0,0,0
24607005,判官70级裤子第5级强化属性,,0,0,0,0,1078,0,0,0,0,0,0,0,0,0,0,0
24607006,判官70级裤子第6级强化属性,,0,0,0,0,1294,0,0,0,0,0,0,0,0,0,0,0
24607007,判官70级裤子第7级强化属性,,0,0,0,0,1510,0,0,0,0,0,0,0,0,0,0,0
24607008,判官70级裤子第8级强化属性,,0,0,0,0,1725,0,0,0,0,0,0,0,0,0,0,0
24607009,判官70级裤子第9级强化属性,,0,0,0,0,1941,0,0,0,0,0,0,0,0,0,0,0
24607010,判官70级裤子第10级强化属性,,0,0,0,0,2157,0,0,0,0,0,0,0,0,0,0,0
24607011,判官70级裤子第11级强化属性,,0,0,0,0,2373,0,0,0,0,0,0,0,0,0,0,0
24608001,判官80级裤子第1级强化属性,,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0
24608002,判官80级裤子第2级强化属性,,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0
24608003,判官80级裤子第3级强化属性,,0,0,0,0,767,0,0,0,0,0,0,0,0,0,0,0
24608004,判官80级裤子第4级强化属性,,0,0,0,0,1023,0,0,0,0,0,0,0,0,0,0,0
24608005,判官80级裤子第5级强化属性,,0,0,0,0,1278,0,0,0,0,0,0,0,0,0,0,0
24608006,判官80级裤子第6级强化属性,,0,0,0,0,1534,0,0,0,0,0,0,0,0,0,0,0
24608007,判官80级裤子第7级强化属性,,0,0,0,0,1790,0,0,0,0,0,0,0,0,0,0,0
24608008,判官80级裤子第8级强化属性,,0,0,0,0,2046,0,0,0,0,0,0,0,0,0,0,0
24608009,判官80级裤子第9级强化属性,,0,0,0,0,2301,0,0,0,0,0,0,0,0,0,0,0
24608010,判官80级裤子第10级强化属性,,0,0,0,0,2557,0,0,0,0,0,0,0,0,0,0,0
24608011,判官80级裤子第11级强化属性,,0,0,0,0,2813,0,0,0,0,0,0,0,0,0,0,0
24608012,判官80级裤子第12级强化属性,,0,0,0,0,3069,0,0,0,0,0,0,0,0,0,0,0
24609001,判官90级裤子第1级强化属性,,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0
24609002,判官90级裤子第2级强化属性,,0,0,0,0,593,0,0,0,0,0,0,0,0,0,0,0
24609003,判官90级裤子第3级强化属性,,0,0,0,0,890,0,0,0,0,0,0,0,0,0,0,0
24609004,判官90级裤子第4级强化属性,,0,0,0,0,1187,0,0,0,0,0,0,0,0,0,0,0
24609005,判官90级裤子第5级强化属性,,0,0,0,0,1483,0,0,0,0,0,0,0,0,0,0,0
24609006,判官90级裤子第6级强化属性,,0,0,0,0,1780,0,0,0,0,0,0,0,0,0,0,0
24609007,判官90级裤子第7级强化属性,,0,0,0,0,2077,0,0,0,0,0,0,0,0,0,0,0
24609008,判官90级裤子第8级强化属性,,0,0,0,0,2374,0,0,0,0,0,0,0,0,0,0,0
24609009,判官90级裤子第9级强化属性,,0,0,0,0,2670,0,0,0,0,0,0,0,0,0,0,0
24609010,判官90级裤子第10级强化属性,,0,0,0,0,2967,0,0,0,0,0,0,0,0,0,0,0
24609011,判官90级裤子第11级强化属性,,0,0,0,0,3264,0,0,0,0,0,0,0,0,0,0,0
24609012,判官90级裤子第12级强化属性,,0,0,0,0,3561,0,0,0,0,0,0,0,0,0,0,0
24609013,判官90级裤子第13级强化属性,,0,0,0,0,3858,0,0,0,0,0,0,0,0,0,0,0
24610001,判官100级裤子第1级强化属性,,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0
24610002,判官100级裤子第2级强化属性,,0,0,0,0,676,0,0,0,0,0,0,0,0,0,0,0
24610003,判官100级裤子第3级强化属性,,0,0,0,0,1014,0,0,0,0,0,0,0,0,0,0,0
24610004,判官100级裤子第4级强化属性,,0,0,0,0,1352,0,0,0,0,0,0,0,0,0,0,0
24610005,判官100级裤子第5级强化属性,,0,0,0,0,1691,0,0,0,0,0,0,0,0,0,0,0
24610006,判官100级裤子第6级强化属性,,0,0,0,0,2029,0,0,0,0,0,0,0,0,0,0,0
24610007,判官100级裤子第7级强化属性,,0,0,0,0,2367,0,0,0,0,0,0,0,0,0,0,0
24610008,判官100级裤子第8级强化属性,,0,0,0,0,2705,0,0,0,0,0,0,0,0,0,0,0
24610009,判官100级裤子第9级强化属性,,0,0,0,0,3043,0,0,0,0,0,0,0,0,0,0,0
24610010,判官100级裤子第10级强化属性,,0,0,0,0,3382,0,0,0,0,0,0,0,0,0,0,0
24610011,判官100级裤子第11级强化属性,,0,0,0,0,3720,0,0,0,0,0,0,0,0,0,0,0
24610012,判官100级裤子第12级强化属性,,0,0,0,0,4058,0,0,0,0,0,0,0,0,0,0,0
24610013,判官100级裤子第13级强化属性,,0,0,0,0,4396,0,0,0,0,0,0,0,0,0,0,0
24610014,判官100级裤子第14级强化属性,,0,0,0,0,4735,0,0,0,0,0,0,0,0,0,0,0
24701001,判官10级项链第1级强化属性,,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
24701002,判官10级项链第2级强化属性,,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
24701003,判官10级项链第3级强化属性,,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
24701004,判官10级项链第4级强化属性,,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
24701005,判官10级项链第5级强化属性,,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0
24702001,判官20级项链第1级强化属性,,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
24702002,判官20级项链第2级强化属性,,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0
24702003,判官20级项链第3级强化属性,,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0
24702004,判官20级项链第4级强化属性,,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0
24702005,判官20级项链第5级强化属性,,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0
24702006,判官20级项链第6级强化属性,,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0
24703001,判官30级项链第1级强化属性,,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0
24703002,判官30级项链第2级强化属性,,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0
24703003,判官30级项链第3级强化属性,,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0
24703004,判官30级项链第4级强化属性,,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0
24703005,判官30级项链第5级强化属性,,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0
24703006,判官30级项链第6级强化属性,,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0
24703007,判官30级项链第7级强化属性,,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0
24704001,判官40级项链第1级强化属性,,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0
24704002,判官40级项链第2级强化属性,,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0
24704003,判官40级项链第3级强化属性,,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0
24704004,判官40级项链第4级强化属性,,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0
24704005,判官40级项链第5级强化属性,,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0
24704006,判官40级项链第6级强化属性,,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0
24704007,判官40级项链第7级强化属性,,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0
24704008,判官40级项链第8级强化属性,,0,0,0,0,547,0,0,0,0,0,0,0,0,0,0,0
24705001,判官50级项链第1级强化属性,,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0
24705002,判官50级项链第2级强化属性,,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0
24705003,判官50级项链第3级强化属性,,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0
24705004,判官50级项链第4级强化属性,,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0
24705005,判官50级项链第5级强化属性,,0,0,0,0,461,0,0,0,0,0,0,0,0,0,0,0
24705006,判官50级项链第6级强化属性,,0,0,0,0,554,0,0,0,0,0,0,0,0,0,0,0
24705007,判官50级项链第7级强化属性,,0,0,0,0,646,0,0,0,0,0,0,0,0,0,0,0
24705008,判官50级项链第8级强化属性,,0,0,0,0,738,0,0,0,0,0,0,0,0,0,0,0
24705009,判官50级项链第9级强化属性,,0,0,0,0,831,0,0,0,0,0,0,0,0,0,0,0
24706001,判官60级项链第1级强化属性,,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0
24706002,判官60级项链第2级强化属性,,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0
24706003,判官60级项链第3级强化属性,,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0
24706004,判官60级项链第4级强化属性,,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0
24706005,判官60级项链第5级强化属性,,0,0,0,0,588,0,0,0,0,0,0,0,0,0,0,0
24706006,判官60级项链第6级强化属性,,0,0,0,0,706,0,0,0,0,0,0,0,0,0,0,0
24706007,判官60级项链第7级强化属性,,0,0,0,0,823,0,0,0,0,0,0,0,0,0,0,0
24706008,判官60级项链第8级强化属性,,0,0,0,0,941,0,0,0,0,0,0,0,0,0,0,0
24706009,判官60级项链第9级强化属性,,0,0,0,0,1059,0,0,0,0,0,0,0,0,0,0,0
24706010,判官60级项链第10级强化属性,,0,0,0,0,1177,0,0,0,0,0,0,0,0,0,0,0
24707001,判官70级项链第1级强化属性,,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0
24707002,判官70级项链第2级强化属性,,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0
24707003,判官70级项链第3级强化属性,,0,0,0,0,431,0,0,0,0,0,0,0,0,0,0,0
24707004,判官70级项链第4级强化属性,,0,0,0,0,575,0,0,0,0,0,0,0,0,0,0,0
24707005,判官70级项链第5级强化属性,,0,0,0,0,719,0,0,0,0,0,0,0,0,0,0,0
24707006,判官70级项链第6级强化属性,,0,0,0,0,862,0,0,0,0,0,0,0,0,0,0,0
